routeId,sourceId,selectionMode,selectedKnowledgePointIds,questionType,setKind,generationPatternGroupIds,compatiblePatternSpecIds,currentVerifiedMaxQuestionCount,currentQualityStatus,currentUniqueItemSetCount,contractGapCodes,liveAcceptanceFailures,accepted20AcrossSeeds,requiresRepair
pgc_r03_g5a_u02_5a02_application_30aeb6686483,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_bf4951ab578f,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_6245f0f37bb5,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_8fa9f5184932,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u02_5a02_application_2dbacc7cea7a,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_3c391854287a,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u02_5a02_application_cbf6af6a6097,g5a_u02_5a02,mixedKnowledgePointsSameUnit,kp_g5a_u02_factor_criterion_multiplication_division_equivalence|kp_g5a_u02_factor_enumeration_by_division|kp_g5a_u02_factor_enumeration_by_multiplication_pairs|kp_g5a_u02_factor_pair_order_and_symmetry|kp_g5a_u02_missing_factor_reconstruction|kp_g5a_u02_divisibility_factor_membership_judgement|kp_g5a_u02_equal_partition_factor_application|kp_g5a_u02_number_theory_problem_type_discrimination|kp_g5a_u02_inverse_reasoning_from_complete_factor_list|kp_g5a_u02_remainder_transfer_under_divisor_relation|kp_g5a_u02_common_factor_concept|kp_g5a_u02_common_factor_enumeration|kp_g5a_u02_greatest_common_factor|kp_g5a_u02_maximum_equal_grouping_gcf_application|kp_g5a_u02_possible_equal_packaging_common_factor_application|kp_g5a_u02_rectangle_equal_square_side_lengths|kp_g5a_u02_square_tile_area_possibilities|kp_g5a_u02_multi_constraint_digit_code_number_theory,application,mixed-all,pg_g5a_u02_equal_partition_application|pg_g5a_u02_remainder_transfer|pg_g5a_u02_maximum_equal_grouping|pg_g5a_u02_possible_equal_packaging|pg_g5a_u02_rectangle_square_sides|pg_g5a_u02_square_tile_areas|pg_g5a_u02_multi_constraint_digit_code,ps_g5a_u02_equal_partition_all_segment_counts|ps_g5a_u02_equal_partition_range_constrained_recipients|ps_g5a_u02_remainder_transfer|ps_g5a_u02_maximum_equal_grouping|ps_g5a_u02_possible_equal_packaging_counts|ps_g5a_u02_rectangle_square_side_lengths|ps_g5a_u02_square_tile_area_possibilities|ps_g5a_u02_multi_constraint_digit_code,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5b_u05_5b05a_application_03db26c68c16,g5b_u05_5b05a,sourceUnit,,application,source-unit,,ps_g5b_u05a_large_number_digit_value|ps_g5b_u05a_large_number_to_chinese|ps_g5b_u05a_multiply_power_of_ten|ps_g5b_u05a_large_number_expanded_form,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5b_u05_5b05a_application_039fc5dac903,g5b_u05_5b05a,singleKnowledgePoint,kp_g5b_u05a_large_number_place_value_extension,application,single-form,p01e_app_pg_g5b_u05_digit_value,ps_g5b_u05a_large_number_digit_value,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5b_u05_5b05a_application_4f17da8cc550,g5b_u05_5b05a,singleKnowledgePoint,kp_g5b_u05a_large_number_read_write,application,single-form,p01e_app_pg_g5b_u05_read_write,ps_g5b_u05a_large_number_to_chinese,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5b_u05_5b05a_application_eb46912e7caa,g5b_u05_5b05a,singleKnowledgePoint,kp_g5b_u05a_power_of_ten_scaling,application,single-form,p01e_app_pg_g5b_u05_power_ten,ps_g5b_u05a_multiply_power_of_ten,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5b_u05_5b05a_application_025fc4b662c0,g5b_u05_5b05a,singleKnowledgePoint,kp_g5b_u05a_large_number_decompose_compare,application,single-form,p01e_app_pg_g5b_u05_decompose,ps_g5b_u05a_large_number_expanded_form,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5b_u05_5b05a_application_a8814e06fc65,g5b_u05_5b05a,mixedKnowledgePointsSameUnit,kp_g5b_u05a_large_number_place_value_extension|kp_g5b_u05a_large_number_read_write|kp_g5b_u05a_power_of_ten_scaling|kp_g5b_u05a_large_number_decompose_compare,application,mixed-all,p01e_app_pg_g5b_u05_digit_value|p01e_app_pg_g5b_u05_read_write|p01e_app_pg_g5b_u05_power_ten|p01e_app_pg_g5b_u05_decompose,ps_g5b_u05a_large_number_digit_value|ps_g5b_u05a_large_number_to_chinese|ps_g5b_u05a_multiply_power_of_ten|ps_g5b_u05a_large_number_expanded_form,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a_application_8e50bd802931,g5a_u03_5a03a,sourceUnit,,application,source-unit,,ps_g5a_u03a_exact_grouping_yes_no|ps_g5a_u03a_enumerate_first_multiples|ps_g5a_u03a_list_multiples_in_interval|ps_g5a_u03a_count_multiples_in_interval,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a_application_e4c7257d9b90,g5a_u03_5a03a,singleKnowledgePoint,kp_g5a_u03a_exact_grouping_feasibility,application,single-form,p01e_app_pg_g5a_u03_exact_grouping,ps_g5a_u03a_exact_grouping_yes_no,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a_application_dd8c2f7468ec,g5a_u03_5a03a,singleKnowledgePoint,kp_g5a_u03a_multiple_identify_enumerate,application,single-form,p01e_app_pg_g5a_u03_enumerate_multiples,ps_g5a_u03a_enumerate_first_multiples,5,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u03_5a03a_application_b57f5503d810,g5a_u03_5a03a,singleKnowledgePoint,kp_g5a_u03a_bounded_or_nearest_multiple,application,single-form,p01e_app_pg_g5a_u03_bounded_multiple,ps_g5a_u03a_list_multiples_in_interval,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a_application_ed676e55b407,g5a_u03_5a03a,singleKnowledgePoint,kp_g5a_u03a_count_multiples_interval,application,single-form,p01e_app_pg_g5a_u03_count_interval,ps_g5a_u03a_count_multiples_in_interval,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a_application_3da6082c4117,g5a_u03_5a03a,mixedKnowledgePointsSameUnit,kp_g5a_u03a_factor_multiple_relation|kp_g5a_u03a_divisibility_rules|kp_g5a_u03a_exact_grouping_feasibility|kp_g5a_u03a_multiple_identify_enumerate|kp_g5a_u03a_bounded_or_nearest_multiple|kp_g5a_u03a_count_multiples_interval|kp_g5a_u03a_divisor_multiple_classification,application,mixed-all,p01e_app_pg_g5a_u03_exact_grouping|p01e_app_pg_g5a_u03_enumerate_multiples|p01e_app_pg_g5a_u03_bounded_multiple|p01e_app_pg_g5a_u03_count_interval,ps_g5a_u03a_exact_grouping_yes_no|ps_g5a_u03a_enumerate_first_multiples|ps_g5a_u03a_list_multiples_in_interval|ps_g5a_u03a_count_multiples_in_interval,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a1_application_846f11d0e878,g5a_u03_5a03a1,sourceUnit,,application,source-unit,,ps_g5a_u03a1_lcm_direct|ps_g5a_u03a1_bounded_common_multiples|ps_g5a_u03a1_minimum_common_group_total,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u03_5a03a1_application_9fb2ddb5d3e9,g5a_u03_5a03a1,singleKnowledgePoint,kp_g5a_u03a1_common_multiple_lcm,application,single-form,p01e_app_pg_g5a_u03a1_lcm,ps_g5a_u03a1_lcm_direct,3,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u03_5a03a1_application_cce577683694,g5a_u03_5a03a1,singleKnowledgePoint,kp_g5a_u03a1_bounded_common_multiples,application,single-form,p01e_app_pg_g5a_u03a1_bounded,ps_g5a_u03a1_bounded_common_multiples,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u03_5a03a1_application_2d07bbe9e119,g5a_u03_5a03a1,singleKnowledgePoint,kp_g5a_u03a1_grouping_constraints,application,single-form,p01e_app_pg_g5a_u03a1_grouping,ps_g5a_u03a1_minimum_common_group_total,3,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u03_5a03a1_application_1676399731c4,g5a_u03_5a03a1,mixedKnowledgePointsSameUnit,kp_g5a_u03a1_common_multiple_lcm|kp_g5a_u03a1_bounded_common_multiples|kp_g5a_u03a1_factor_multiple_language|kp_g5a_u03a1_grouping_constraints|kp_g5a_u03a1_number_constraint_construction,application,mixed-all,p01e_app_pg_g5a_u03a1_lcm|p01e_app_pg_g5a_u03a1_bounded|p01e_app_pg_g5a_u03a1_grouping,ps_g5a_u03a1_lcm_direct|ps_g5a_u03a1_bounded_common_multiples|ps_g5a_u03a1_minimum_common_group_total,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g6a_u01_6a01_application_5de2292dab94,g6a_u01_6a01,sourceUnit,,application,source-unit,,ps_g6a_u01_gcf_direct|ps_g6a_u01_lcm_direct,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g6a_u01_6a01_application_6495f2f285e8,g6a_u01_6a01,singleKnowledgePoint,kp_g6a_u01_greatest_common_factor,application,single-form,p01e_app_pg_g6a_u01_gcf,ps_g6a_u01_gcf_direct,14,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g6a_u01_6a01_application_4a04b80c1628,g6a_u01_6a01,singleKnowledgePoint,kp_g6a_u01_least_common_multiple,application,single-form,p01e_app_pg_g6a_u01_lcm,ps_g6a_u01_lcm_direct,5,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g6a_u01_6a01_application_3319cf21ddf0,g6a_u01_6a01,mixedKnowledgePointsSameUnit,kp_g6a_u01_prime_composite_classification|kp_g6a_u01_prime_factorization|kp_g6a_u01_short_division_common_factors|kp_g6a_u01_greatest_common_factor|kp_g6a_u01_least_common_multiple,application,mixed-all,p01e_app_pg_g6a_u01_gcf|p01e_app_pg_g6a_u01_lcm,ps_g6a_u01_gcf_direct|ps_g6a_u01_lcm_direct,9,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g3a_u08_3a08_application_585b4e8fdd0c,g3a_u08_3a08,sourceUnit,,application,source-unit,,ps_g3a_u08_unit_fraction_accumulation_fraction_application|ps_g3a_u08_discrete_set_fraction_item_count_application|ps_g3a_u08_discrete_set_fraction_fractional_units_application|ps_g3a_u08_same_denominator_compare_comparison_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g3a_u08_3a08_application_6a5ba7c30adf,g3a_u08_3a08,singleKnowledgePoint,kp_g3a_u08_unit_fraction_accumulation,application,single-form,pg_g3a_u08_unit_fraction_accumulation_application,ps_g3a_u08_unit_fraction_accumulation_fraction_application,11,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
pgc_r03_g3a_u08_3a08_application_b6227980ed37,g3a_u08_3a08,singleKnowledgePoint,kp_g3a_u08_discrete_set_fraction,application,single-form,pg_g3a_u08_discrete_set_fraction_application,ps_g3a_u08_discrete_set_fraction_item_count_application|ps_g3a_u08_discrete_set_fraction_fractional_units_application,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g3a_u08_3a08_application_30b2104b3163,g3a_u08_3a08,singleKnowledgePoint,kp_g3a_u08_same_denominator_compare,application,single-form,pg_g3a_u08_same_denominator_compare_application,ps_g3a_u08_same_denominator_compare_comparison_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g3a_u08_3a08_application_cf0f1f1913a2,g3a_u08_3a08,mixedKnowledgePointsSameUnit,kp_g3a_u08_part_whole_fraction|kp_g3a_u08_unit_fraction_accumulation|kp_g3a_u08_discrete_set_fraction|kp_g3a_u08_same_denominator_compare,application,mixed-all,pg_g3a_u08_unit_fraction_accumulation_application|pg_g3a_u08_discrete_set_fraction_application|pg_g3a_u08_same_denominator_compare_application,ps_g3a_u08_unit_fraction_accumulation_fraction_application|ps_g3a_u08_discrete_set_fraction_item_count_application|ps_g3a_u08_discrete_set_fraction_fractional_units_application|ps_g3a_u08_same_denominator_compare_comparison_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g3b_u07_3b07_application_b8e39c886c50,g3b_u07_3b07,sourceUnit,,application,source-unit,,ps_g3b_u07_fraction_unit_conversion_item_count_application|ps_g3b_u07_fraction_unit_conversion_fractional_units_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g3b_u07_3b07_application_c642e7267e60,g3b_u07_3b07,singleKnowledgePoint,kp_g3b_u07_fraction_unit_conversion,application,single-form,pg_g3b_u07_fraction_unit_conversion_application,ps_g3b_u07_fraction_unit_conversion_item_count_application|ps_g3b_u07_fraction_unit_conversion_fractional_units_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g3b_u07_3b07_application_cc1c7d44244c,g3b_u07_3b07,mixedKnowledgePointsSameUnit,kp_g3b_u07_quotient_as_fraction|kp_g3b_u07_fraction_unit_conversion,application,mixed-all,pg_g3b_u07_fraction_unit_conversion_application,ps_g3b_u07_fraction_unit_conversion_item_count_application|ps_g3b_u07_fraction_unit_conversion_fractional_units_application,6,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,DUPLICATE_PROMPT,false,true
pgc_r03_g4b_u06_4b06_application_243390fad850,g4b_u06_4b06,sourceUnit,,application,source-unit,,ps_g4b_u06_one_decimal_times_integer_product_application,8,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
pgc_r03_g4b_u06_4b06_application_19f9fc46c516,g4b_u06_4b06,singleKnowledgePoint,kp_g4b_u06_one_decimal_times_integer,application,single-form,pg_g4b_u06_one_decimal_times_integer_application,ps_g4b_u06_one_decimal_times_integer_product_application,8,FIXTURE_SELECTOR,1,CAPACITY_BELOW_20|FIXTURE_SELECTOR|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
pgc_r03_g5a_u04_5a04_application_65896cc9040b,g5a_u04_5a04,sourceUnit,,application,source-unit,,ps_g5a_u04_quotient_as_fraction_context_share_per_recipient_application,6,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
pgc_r03_g5a_u04_5a04_application_2048c4ff7f60,g5a_u04_5a04,singleKnowledgePoint,kp_g5a_u04_quotient_as_fraction_context,application,single-form,pg_g5a_u04_quotient_as_fraction_context_application,ps_g5a_u04_quotient_as_fraction_context_share_per_recipient_application,6,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
pgc_r03_g5a_u04_5a04_application_4bb5fbe70448,g5a_u04_5a04,mixedKnowledgePointsSameUnit,kp_g5a_u04_expand_reduce_simplest|kp_g5a_u04_quotient_as_fraction_context,application,mixed-all,pg_g5a_u04_quotient_as_fraction_context_application,ps_g5a_u04_quotient_as_fraction_context_share_per_recipient_application,6,BOUNDED_DIVERSITY,6,CAPACITY_BELOW_20|BOUNDED_DIVERSITY|NON_DIVERSE_QUALITY_STATUS,BUILD_NOT_OK|QUESTION_COUNT_MISMATCH|ANSWER_COUNT_MISMATCH|RUNTIME_ERRORS_PRESENT,false,true
