routeId,sourceId,selectionMode,selectedKnowledgePointIds,questionType,setKind,generationPatternGroupIds,compatiblePatternSpecIds,currentVerifiedMaxQuestionCount,currentQualityStatus,currentUniqueItemSetCount,contractGapCodes,liveAcceptanceFailures,accepted20AcrossSeeds,requiresRepair
pgc_r03_g4a_u08_4a08_application_16754d7c3881,g4a_u08_4a08,sourceUnit,,application,source-unit,,ps_g4a_u08_app_add_three_quantities|ps_g4a_u08_app_add_then_subtract_state_change|ps_g4a_u08_app_subtract_then_add_state_change|ps_g4a_u08_app_subtract_twice_state_change|ps_g4a_u08_ext_comparison_chain|ps_g4a_u08_app_adjusted_amount_then_subtract|ps_g4a_u08_app_divide_by_group_product|ps_g4a_u08_app_multiply_after_difference_then_add_sub|ps_g4a_u08_app_multiply_then_share|ps_g4a_u08_app_unit_rate_then_scale|ps_g4a_u08_app_divide_then_divide|ps_g4a_u08_ext_equal_value_unit_price|ps_g4a_u08_ext_relative_difference|ps_g4a_u08_app_payment_minus_unit_cost_times_quantity|ps_g4a_u08_app_subtract_divided_amount_or_add_divided_amount|ps_g4a_u08_app_cost_overlay|ps_g4a_u08_ext_two_cost_component_payment,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_410554ef96de,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_add_sub_sequence,application,single-form,pg_g4a_u08_app_add_add,ps_g4a_u08_app_add_three_quantities,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_0a8a6c1be060,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_add_sub_sequence,application,single-form,pg_g4a_u08_app_add_subtract,ps_g4a_u08_app_add_then_subtract_state_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_ce332439104a,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_add_sub_sequence,application,single-form,pg_g4a_u08_app_subtract_add,ps_g4a_u08_app_subtract_then_add_state_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_f7cabb411a60,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_add_sub_sequence,application,single-form,pg_g4a_u08_app_subtract_subtract,ps_g4a_u08_app_subtract_twice_state_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_f5dcca761a17,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_add_sub_sequence,application,single-form,pg_g4a_u08_ext_comparison_chain,ps_g4a_u08_ext_comparison_chain,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_8739e39b1c19,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_parentheses_grouping,application,single-form,pg_g4a_u08_app_adjusted_amount_then_subtract,ps_g4a_u08_app_adjusted_amount_then_subtract,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_056d95347e03,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_parentheses_grouping,application,single-form,pg_g4a_u08_app_divide_by_group_product,ps_g4a_u08_app_divide_by_group_product,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_dfbab6e2930f,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_parentheses_grouping,application,single-form,pg_g4a_u08_app_difference_then_scale_overlay,ps_g4a_u08_app_multiply_after_difference_then_add_sub,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_17c958bef1b7,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_sequence,application,single-form,pg_g4a_u08_app_multiply_then_share,ps_g4a_u08_app_multiply_then_share,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_74ec8e1af51b,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_sequence,application,single-form,pg_g4a_u08_app_unit_rate_then_scale,ps_g4a_u08_app_unit_rate_then_scale,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_7271ec0e932c,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_sequence,application,single-form,pg_g4a_u08_app_divide_then_divide,ps_g4a_u08_app_divide_then_divide,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_75cf23092fb6,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_sequence,application,single-form,pg_g4a_u08_ext_equal_value_unit_price,ps_g4a_u08_ext_equal_value_unit_price,11,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g4a_u08_4a08_application_a15a6e0fd654,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_sequence,application,single-form,pg_g4a_u08_ext_relative_difference,ps_g4a_u08_ext_relative_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_eaf8fe8ad07e,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_before_add_sub,application,single-form,pg_g4a_u08_app_payment_minus_unit_cost_times_quantity,ps_g4a_u08_app_payment_minus_unit_cost_times_quantity,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_818d7850e90b,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_before_add_sub,application,single-form,pg_g4a_u08_app_subtract_or_add_divided_amount,ps_g4a_u08_app_subtract_divided_amount_or_add_divided_amount,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_404f709c1e6e,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_before_add_sub,application,single-form,pg_g4a_u08_app_cost_overlay,ps_g4a_u08_app_cost_overlay,4,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g4a_u08_4a08_application_4f38b526a048,g4a_u08_4a08,singleKnowledgePoint,kp_g4a_u08_app_mul_div_before_add_sub,application,single-form,pg_g4a_u08_ext_two_cost_component_payment,ps_g4a_u08_ext_two_cost_component_payment,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4a_u08_4a08_application_af3c496fb33c,g4a_u08_4a08,mixedKnowledgePointsSameUnit,kp_g4a_u08_num_add_group_round|kp_g4a_u08_num_signed_term_move|kp_g4a_u08_num_add_sub_left_assoc|kp_g4a_u08_num_parentheses_first|kp_g4a_u08_num_repeated_subtract_group|kp_g4a_u08_num_mul_div_safe_reorder|kp_g4a_u08_num_mul_div_left_assoc|kp_g4a_u08_num_repeated_divide_group|kp_g4a_u08_num_mul_div_before_add_sub|kp_g4a_u08_num_parentheses_change_precedence|kp_g4a_u08_num_compound_parentheses|kp_g4a_u08_app_add_sub_sequence|kp_g4a_u08_app_parentheses_grouping|kp_g4a_u08_app_mul_div_sequence|kp_g4a_u08_app_mul_div_before_add_sub,application,mixed-all,pg_g4a_u08_app_add_add|pg_g4a_u08_app_add_subtract|pg_g4a_u08_app_subtract_add|pg_g4a_u08_app_subtract_subtract|pg_g4a_u08_ext_comparison_chain|pg_g4a_u08_app_adjusted_amount_then_subtract|pg_g4a_u08_app_divide_by_group_product|pg_g4a_u08_app_difference_then_scale_overlay|pg_g4a_u08_app_multiply_then_share|pg_g4a_u08_app_unit_rate_then_scale|pg_g4a_u08_app_divide_then_divide|pg_g4a_u08_ext_equal_value_unit_price|pg_g4a_u08_ext_relative_difference|pg_g4a_u08_app_payment_minus_unit_cost_times_quantity|pg_g4a_u08_app_subtract_or_add_divided_amount|pg_g4a_u08_app_cost_overlay|pg_g4a_u08_ext_two_cost_component_payment,ps_g4a_u08_app_add_three_quantities|ps_g4a_u08_app_add_then_subtract_state_change|ps_g4a_u08_app_subtract_then_add_state_change|ps_g4a_u08_app_subtract_twice_state_change|ps_g4a_u08_ext_comparison_chain|ps_g4a_u08_app_adjusted_amount_then_subtract|ps_g4a_u08_app_divide_by_group_product|ps_g4a_u08_app_multiply_after_difference_then_add_sub|ps_g4a_u08_app_multiply_then_share|ps_g4a_u08_app_unit_rate_then_scale|ps_g4a_u08_app_divide_then_divide|ps_g4a_u08_ext_equal_value_unit_price|ps_g4a_u08_ext_relative_difference|ps_g4a_u08_app_payment_minus_unit_cost_times_quantity|ps_g4a_u08_app_subtract_divided_amount_or_add_divided_amount|ps_g4a_u08_app_cost_overlay|ps_g4a_u08_ext_two_cost_component_payment,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u01_4b01_application_89ae020e0320,g4b_u01_4b01,sourceUnit,,application,source-unit,,ps_g4b_u01_3digit_by_3digit,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u01_4b01_application_53b335e3c451,g4b_u01_4b01,singleKnowledgePoint,kp_g4b_u01_3digit_by_3digit,application,single-form,pg_g4b_u01_3digit_by_3digit,ps_g4b_u01_3digit_by_3digit,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g4b_u01_4b01_application_32be2dc4b6c5,g4b_u01_4b01,mixedKnowledgePointsSameUnit,kp_g4b_u01_3digit_by_3digit|kp_g4b_u01_4digit_by_3digit|kp_g4b_u01_multiplier_internal_zero|kp_g4b_u01_trailing_zero_multiplication|kp_g4b_u01_3digit_div_3digit|kp_g4b_u01_4digit_div_3digit_2digit_quotient|kp_g4b_u01_4digit_div_3digit_1digit_quotient|kp_g4b_u01_trailing_zero_division_exact|kp_g4b_u01_trailing_zero_division_remainder_restore,application,mixed-all,pg_g4b_u01_3digit_by_3digit,ps_g4b_u01_3digit_by_3digit,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_d534b69a1476,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_1b9de446e735,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,16,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_ffe1f154626b,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_b7bf430f384a,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_c37c6a110dca,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_c94e35c538bc,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_72478eff7c1b,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_4dc33e590507,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,16,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_0340e1599724,g5a_u08_5a08,sourceUnit,,application,source-unit,,ps_g5a_u08_app_discount_change|ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping|ps_g5a_u08_app_adjust_unit_remaining|ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference|ps_g5a_u08_app_near_round_unit_price|ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_17e84e3b675b,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_9ea0118a3132,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_6208cf77fc72,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_0bee55264b37,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_4564425072ec,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_4a69089d682c,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mixed_operation_order,application,single-form,pg_g5a_u08_mixed_operation_order_application,ps_g5a_u08_app_discount_change,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_7a052166ea25,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_6221ed7464c1,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_96af72e5fc9f,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_bb24a1e3d61c,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_20e277ac57d1,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_4951581f6573,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_mul_div_equivalent_regroup,application,single-form,pg_g5a_u08_mul_div_regroup_application,ps_g5a_u08_app_group_select|ps_g5a_u08_app_nested_grouping,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_5331ab7008b0,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_220046acf9e8,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_a8ef7ac969e6,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_ca0049ca4492,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_d6d3f3b71078,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_ea3752ad626c,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_distributive_expand,application,single-form,pg_g5a_u08_distributive_expand_application,ps_g5a_u08_app_adjust_unit_remaining,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_62c2c6d4b3d2,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_0a07b3c498fe,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_f17c73b42c22,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_df56021704c7,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_76af5fbb1e95,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_3245dbfb6e66,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_0be89cdbca37,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_7b719411c06c,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_124a66e1a40a,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_common_factor_extract,application,single-form,pg_g5a_u08_common_factor_application,ps_g5a_u08_app_two_same_rate_groups_sum|ps_g5a_u08_app_two_product_groups_difference,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_3a286699a4da,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_3ec5ea10378a,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_6a46343033cb,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_0ea6759b0c8d,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_8c256beb697c,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,17,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u08_5a08_application_914ffeeae0aa,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,18,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u08_5a08_application_38d6f8962519,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,19,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,,true,true
pgc_r03_g5a_u08_5a08_application_c47cb28f3b46,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,17,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u08_5a08_application_0bfd88403063,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_near_round_multiply_compensation,application,single-form,pg_g5a_u08_near_round_multiply_application,ps_g5a_u08_app_near_round_unit_price,18,DIVERSE_PARAMETER_GENERATOR,10,CAPACITY_BELOW_20,DUPLICATE_PROMPT,false,true
pgc_r03_g5a_u08_5a08_application_1509caaa79a2,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_1b03f9dfb06a,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
pgc_r03_g5a_u08_5a08_application_bdbb485ab4a1,g5a_u08_5a08,singleKnowledgePoint,kp_g5a_u08_average_inverse_update,application,single-form,pg_g5a_u08_average_application,ps_g5a_u08_app_direct_average|ps_g5a_u08_app_average_share_transfer,20,DIVERSE_PARAMETER_GENERATOR,10,,,true,false
